policy,user_id,event_id,rank,action,reward,university_match,category_match
Chronological baseline,user_1187,event_35617,3,join,1.0,0.0,0.0
Chronological baseline,user_1187,event_35618,4,join,1.0,0.0,1.0
Chronological baseline,user_1188,event_35656,0,pass,-0.1,1.0,0.0
Chronological baseline,user_1188,event_35665,1,request,0.7,0.0,0.0
Chronological baseline,user_1188,event_35654,2,pass,-0.1,0.0,0.0
Chronological baseline,user_1188,event_35668,3,pass,-0.1,0.0,0.0
Chronological baseline,user_1188,event_35669,4,pass,-0.1,0.0,0.0
Chronological baseline,user_1189,event_35688,0,pass,-0.1,0.0,0.0
Chronological baseline,user_1189,event_35698,1,request,0.7,0.0,0.0
Chronological baseline,user_1189,event_35684,2,pass,-0.1,0.0,0.0
Chronological baseline,user_1189,event_35699,3,join,1.0,1.0,0.0
Chronological baseline,user_1189,event_35682,4,pass,-0.1,0.0,0.0
Chronological baseline,user_1190,event_35700,0,pass,-0.1,0.0,0.0
Chronological baseline,user_1190,event_35721,1,join,1.0,1.0,0.0
Chronological baseline,user_1190,event_35703,2,join,1.0,1.0,0.0
Chronological baseline,user_1190,event_35708,3,pass,-0.1,0.0,0.0
Chronological baseline,user_1190,event_35719,4,request,0.7,0.0,0.0
Chronological baseline,user_1191,event_35748,0,pass,-0.1,1.0,0.0
Chronological baseline,user_1191,event_35735,1,request,0.7,0.0,0.0
Chronological baseline,user_1191,event_35739,2,join,1.0,0.0,0.0
Chronological baseline,user_1191,event_35746,3,request,0.7,1.0,1.0
Chronological baseline,user_1191,event_35745,4,request,0.7,0.0,0.0
Chronological baseline,user_1192,event_35783,0,pass,-0.1,0.0,0.0
Chronological baseline,user_1192,event_35774,1,join,1.0,0.0,0.0
Chronological baseline,user_1192,event_35766,2,join,1.0,0.0,0.0
Chronological baseline,user_1192,event_35761,3,request,0.7,0.0,1.0
Chronological baseline,user_1192,event_35781,4,pass,-0.1,0.0,0.0
Chronological baseline,user_1193,event_35798,0,request,0.7,0.0,0.0
Chronological baseline,user_1193,event_35812,1,pass,-0.1,0.0,0.0
Chronological baseline,user_1193,event_35801,2,pass,-0.1,0.0,0.0
Chronological baseline,user_1193,event_35813,3,pass,-0.1,0.0,0.0
Chronological baseline,user_1193,event_35805,4,pass,-0.1,0.0,1.0
Chronological baseline,user_1194,event_35827,0,pass,-0.1,0.0,0.0
Chronological baseline,user_1194,event_35834,1,request,0.7,1.0,0.0
Chronological baseline,user_1194,event_35824,2,join,1.0,0.0,0.0
Chronological baseline,user_1194,event_35845,3,pass,-0.1,0.0,0.0
Chronological baseline,user_1194,event_35826,4,pass,-0.1,0.0,0.0
Chronological baseline,user_1195,event_35860,0,join,1.0,0.0,0.0
Chronological baseline,user_1195,event_35875,1,pass,-0.1,0.0,0.0
Chronological baseline,user_1195,event_35879,2,pass,-0.1,1.0,0.0
Chronological baseline,user_1195,event_35852,3,join,1.0,0.0,1.0
Chronological baseline,user_1195,event_35873,4,join,1.0,0.0,0.0
Chronological baseline,user_1196,event_35904,0,request,0.7,0.0,1.0
Chronological baseline,user_1196,event_35897,1,join,1.0,1.0,0.0
Chronological baseline,user_1196,event_35905,2,pass,-0.1,0.0,0.0
Chronological baseline,user_1196,event_35890,3,pass,-0.1,0.0,0.0
Chronological baseline,user_1196,event_35901,4,pass,-0.1,0.0,0.0
Chronological baseline,user_1197,event_35914,0,join,1.0,0.0,0.0
Chronological baseline,user_1197,event_35911,1,pass,-0.1,0.0,0.0
Chronological baseline,user_1197,event_35921,2,join,1.0,1.0,0.0
Chronological baseline,user_1197,event_35936,3,pass,-0.1,0.0,0.0
Chronological baseline,user_1197,event_35926,4,request,0.7,0.0,1.0
Chronological baseline,user_1198,event_35953,0,pass,-0.1,0.0,0.0
Chronological baseline,user_1198,event_35963,1,request,0.7,0.0,0.0
Chronological baseline,user_1198,event_35959,2,join,1.0,1.0,0.0
Chronological baseline,user_1198,event_35944,3,join,1.0,0.0,0.0
Chronological baseline,user_1198,event_35952,4,join,1.0,0.0,0.0
Chronological baseline,user_1199,event_35989,0,join,1.0,0.0,0.0
Chronological baseline,user_1199,event_35975,1,request,0.7,0.0,0.0
Chronological baseline,user_1199,event_35991,2,join,1.0,0.0,0.0
Chronological baseline,user_1199,event_35981,3,pass,-0.1,0.0,0.0
Chronological baseline,user_1199,event_35988,4,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_0,event_5,0,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_0,event_8,1,pass,-0.1,0.0,0.0
Contextual Thompson Sampling,user_0,event_24,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_0,event_27,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_0,event_2,4,request,0.7,1.0,1.0
Contextual Thompson Sampling,user_1,event_33,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_1,event_32,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_1,event_52,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_1,event_56,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_1,event_45,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_2,event_83,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_2,event_63,1,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_2,event_86,2,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_2,event_65,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_2,event_78,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_3,event_116,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_3,event_105,1,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_3,event_92,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_3,event_118,3,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_3,event_102,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_4,event_137,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_4,event_130,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_4,event_143,2,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_4,event_139,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_4,event_145,4,pass,-0.1,0.0,1.0
Contextual Thompson Sampling,user_5,event_163,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_5,event_159,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_5,event_168,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_5,event_173,3,request,0.7,1.0,1.0
Contextual Thompson Sampling,user_5,event_174,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_6,event_189,0,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_6,event_209,1,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_6,event_194,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_6,event_190,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_6,event_188,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_7,event_236,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_7,event_229,1,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_7,event_222,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_7,event_216,3,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_7,event_231,4,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_8,event_267,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_8,event_266,1,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_8,event_250,2,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_8,event_249,3,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_8,event_269,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_9,event_282,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_9,event_296,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_9,event_278,2,pass,-0.1,0.0,0.0
Contextual Thompson Sampling,user_9,event_280,3,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_9,event_271,4,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_10,event_306,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_10,event_308,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_10,event_326,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_10,event_317,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_10,event_302,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_11,event_331,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_11,event_344,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_11,event_357,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_11,event_351,3,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_11,event_340,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_12,event_374,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_12,event_389,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_12,event_362,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_12,event_367,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_12,event_385,4,pass,-0.1,0.0,1.0
Contextual Thompson Sampling,user_13,event_413,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_13,event_417,1,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_13,event_412,2,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_13,event_400,3,pass,-0.1,0.0,0.0
Contextual Thompson Sampling,user_13,event_396,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_14,event_421,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_14,event_427,1,request,0.7,1.0,1.0
Contextual Thompson Sampling,user_14,event_437,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_14,event_440,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_14,event_422,4,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_15,event_465,0,request,0.7,1.0,1.0
Contextual Thompson Sampling,user_15,event_466,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_15,event_464,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_15,event_453,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_15,event_467,4,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_16,event_506,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_16,event_509,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_16,event_496,2,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_16,event_482,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_16,event_486,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_17,event_535,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_17,event_531,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_17,event_532,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_17,event_539,3,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_17,event_521,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_18,event_540,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_18,event_547,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_18,event_567,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_18,event_555,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_18,event_553,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_19,event_578,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_19,event_581,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_19,event_589,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_19,event_579,3,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_19,event_599,4,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_20,event_613,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_20,event_629,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_20,event_605,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_20,event_604,3,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_20,event_607,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_21,event_659,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_21,event_651,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_21,event_632,2,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_21,event_631,3,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_21,event_646,4,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_22,event_670,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_22,event_678,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_22,event_688,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_22,event_682,3,request,0.7,0.0,1.0
Contextual Thompson Sampling,user_22,event_685,4,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_23,event_696,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_23,event_691,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_23,event_708,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_23,event_705,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_23,event_701,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_24,event_726,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_24,event_729,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_24,event_725,2,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_24,event_737,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_24,event_740,4,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_25,event_756,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_25,event_752,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_25,event_761,2,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_25,event_779,3,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_25,event_750,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_26,event_792,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_26,event_788,1,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_26,event_801,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_26,event_793,3,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_26,event_796,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_27,event_822,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_27,event_817,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_27,event_826,2,request,0.7,1.0,1.0
Contextual Thompson Sampling,user_27,event_825,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_27,event_812,4,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_28,event_869,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_28,event_857,1,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_28,event_852,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_28,event_860,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_28,event_863,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_29,event_881,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_29,event_892,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_29,event_870,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_29,event_894,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_29,event_877,4,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_30,event_914,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_30,event_908,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_30,event_927,2,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_30,event_919,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_30,event_917,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_31,event_949,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_31,event_958,1,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_31,event_955,2,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_31,event_951,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_31,event_933,4,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_32,event_962,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_32,event_968,1,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_32,event_961,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_32,event_964,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_32,event_960,4,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_33,event_1011,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_33,event_999,1,request,0.7,1.0,1.0
Contextual Thompson Sampling,user_33,event_993,2,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_33,event_1019,3,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_33,event_1007,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_34,event_1041,0,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_34,event_1044,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_34,event_1029,2,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_34,event_1026,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_34,event_1028,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_35,event_1072,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_35,event_1077,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_35,event_1079,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_35,event_1066,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_35,event_1071,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_36,event_1099,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_36,event_1087,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_36,event_1106,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_36,event_1082,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_36,event_1105,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_37,event_1121,0,request,0.7,1.0,1.0
Contextual Thompson Sampling,user_37,event_1125,1,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_37,event_1130,2,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_37,event_1120,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_37,event_1118,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_38,event_1168,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_38,event_1143,1,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_38,event_1142,2,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_38,event_1160,3,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_38,event_1148,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_39,event_1177,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_39,event_1173,1,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_39,event_1190,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_39,event_1188,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_39,event_1171,4,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_40,event_1207,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_40,event_1224,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_40,event_1221,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_40,event_1205,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_40,event_1203,4,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_41,event_1253,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_41,event_1258,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_41,event_1252,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_41,event_1234,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_41,event_1256,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_42,event_1289,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_42,event_1264,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_42,event_1273,2,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_42,event_1282,3,pass,-0.1,0.0,0.0
Contextual Thompson Sampling,user_42,event_1277,4,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_43,event_1306,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_43,event_1314,1,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_43,event_1300,2,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_43,event_1311,3,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_43,event_1301,4,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_44,event_1336,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_44,event_1339,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_44,event_1334,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_44,event_1325,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_44,event_1342,4,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_45,event_1378,0,pass,-0.1,0.0,1.0
Contextual Thompson Sampling,user_45,event_1377,1,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_45,event_1369,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_45,event_1371,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_45,event_1375,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_46,event_1383,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_46,event_1397,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_46,event_1380,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_46,event_1400,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_46,event_1405,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_47,event_1423,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_47,event_1411,1,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_47,event_1438,2,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_47,event_1432,3,pass,-0.1,0.0,0.0
Contextual Thompson Sampling,user_47,event_1424,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_48,event_1468,0,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_48,event_1457,1,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_48,event_1461,2,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_48,event_1443,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_48,event_1464,4,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_49,event_1475,0,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_49,event_1473,1,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_49,event_1478,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_49,event_1470,3,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_49,event_1492,4,pass,-0.1,0.0,1.0
Contextual Thompson Sampling,user_50,event_1527,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_50,event_1501,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_50,event_1515,2,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_50,event_1528,3,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_50,event_1518,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_51,event_1557,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_51,event_1530,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_51,event_1533,2,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_51,event_1547,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_51,event_1554,4,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_52,event_1579,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_52,event_1585,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_52,event_1567,2,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_52,event_1588,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_52,event_1562,4,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_53,event_1597,0,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_53,event_1613,1,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_53,event_1617,2,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_53,event_1606,3,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_53,event_1619,4,join,1.0,0.0,0.0
Contextual Thompson Sampling,user_54,event_1631,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_54,event_1646,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_54,event_1648,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_54,event_1645,3,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_54,event_1649,4,pass,-0.1,0.0,0.0
Contextual Thompson Sampling,user_55,event_1650,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_55,event_1666,1,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_55,event_1676,2,pass,-0.1,0.0,1.0
Contextual Thompson Sampling,user_55,event_1656,3,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_55,event_1675,4,pass,-0.1,0.0,1.0
Contextual Thompson Sampling,user_56,event_1698,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_56,event_1682,1,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_56,event_1701,2,request,0.7,1.0,1.0
Contextual Thompson Sampling,user_56,event_1692,3,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_56,event_1708,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_57,event_1713,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_57,event_1732,1,request,0.7,1.0,1.0
Contextual Thompson Sampling,user_57,event_1733,2,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_57,event_1710,3,pass,-0.1,0.0,1.0
Contextual Thompson Sampling,user_57,event_1737,4,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_58,event_1745,0,join,1.0,1.0,1.0
Contextual Thompson Sampling,user_58,event_1751,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_58,event_1748,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_58,event_1762,3,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_58,event_1749,4,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_59,event_1791,0,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_59,event_1773,1,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_59,event_1779,2,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_59,event_1776,3,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_59,event_1799,4,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_60,event_1820,0,request,0.7,1.0,1.0
Contextual Thompson Sampling,user_60,event_1811,1,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_60,event_1828,2,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_60,event_1806,3,request,0.7,1.0,0.0
Contextual Thompson Sampling,user_60,event_1815,4,join,1.0,0.0,1.0
Contextual Thompson Sampling,user_61,event_1834,0,join,1.0,1.0,0.0
Contextual Thompson Sampling,user_61,event_1853,1,pass,-0.1,1.0,0.0
Contextual Thompson Sampling,user_61,event_1845,2,request,0.7,0.0,1.0
Contextual Thompson Sampling,user_61,event_1854,3,pass,-0.1,1.0,1.0
Contextual Thompson Sampling,user_61,event_1842,4,join,1.0,0.0,1.0
